locationname,type,final_address,Postcode,Latitude,Longitude
District 29 Pre-K Center at 168-42 Jamaica Avenue,prek,"168-42 Jamaica Avenue, Queens NY 11432",11432,40.706716,-73.791302
District 29 Pre-K Center at 100-05 Springfield Boulevard,prek,"100-05 Springfield Boulevard, Queens NY 11429",11429,40.714825,-73.735606
P.S. 17 Henry David Thoreau,prek,"28-37 29th Street, Queens NY 11102",11102,40.768985,-73.922428
P.S. 69 Jackson Heights,prek,"77-02 37th Avenue, Queens NY 11372",11372,40.749266,-73.888817
P.S. 70,prek,"30-45 42nd Street, Queens NY 11103",11103,40.762103,-73.914227
P.S. 76 William Hallet,prek,"36-36 10th Street, Queens NY 11106",11106,40.760852,-73.941143
P.S./I.S. 78,prek,"48-09 Center Boulevard, Queens NY 11109",11109,40.744753,-73.957971
P.S. 84 Steinway,prek,"22-45 41st Street, Queens NY 11105",11105,40.771512,-73.90633
P.S. 85 Judge Charles Vallone,prek,"23-70 31st Street, Queens NY 11105",11105,40.772863,-73.914708
P.S. 92 Harry T. Stewart Sr.,prek,"99-01 34th Avenue, Queens NY 11368",11368,40.755418,-73.869017
P.S. 111 Jacob Blackwell,prek,"37-15 13th Street, Queens NY 11101",11101,40.758831,-73.93938
P.S. 112 Dutch Kills,prek,"25-05 37th Avenue, Queens NY 11101",11101,40.756891,-73.934523
P.S. 122 Mamie Fay,prek,"21-21 Ditmars Boulevard, Queens NY 11105",11105,40.780347,-73.916655
P.S. 127 Aerospace Science Magnet,prek,"98-01 25th Avenue, Queens NY 11369",11369,40.764646,-73.871641
P.S. 148 Queens,prek,"89-02 32nd Avenue, Queens NY 11369",11369,40.758377,-73.879089
P.S. 150 Queens,prek,"40-01 43rd Avenue, Queens NY 11104",11104,40.745537,-73.923776
P.S. 151 Mary D. Carter,prek,"50-05 31st Avenue, Queens NY 11377",11377,40.757499,-73.908898
P.S. 152 Gwendoline N. Alleyne School,prek,"33-52 62nd Street, Queens NY 11377",11377,40.753037,-73.900123
P.S. 166 Henry Gradstein,prek,"33-09 35th Avenue, Queens NY 11106",11106,40.757309,-73.926733
P.S. 171 Peter G. Van Alst,prek,"14-14 29th Avenue, Queens NY 11102",11102,40.771336,-73.929086
P.S. 222 Fire Fighter Christopher A. Santora School,prek,"86-15 37th Avenue, Queens NY 11372",11372,40.750172,-73.880363
P.S. 228 Early Childhood Magnet School of the Arts,prek,"32-63 93rd Street, Queens NY 11369",11369,40.75747,-73.875279
P.S. 234,prek,"30-15 29th Street, Queens NY 11102",11102,40.767305,-73.923246
The Woodside Community School,prek,"39-07 57th Street, Queens NY 11377",11377,40.747693,-73.906429
"Garden School, Inc.",prek,"3316 79th Street, Queens NY 11372",11372,40.754791,-73.888083
Immaculate Conception School,prek,"21-63 29th Street, Queens NY 11105",11105,40.777504,-73.91086
Grace Lutheran School,prek,"3120 21st Avenue, Queens NY 11105",11105,40.777496,-73.907827
St. Sebastian School,prek,"39-76 58th Street, Queens NY 11377",11377,40.746331,-73.906102
Mi Nuevo Mundo (31-05 51st Street),prek,"31-05 51st Street, Queens NY 11377",11377,40.756916,-73.907849
Jackson Heights Learning Center Annex,prek,"7910 34th Avenue, Queens NY 11372",11372,40.753448,-73.887616
Lolly's Early Childhood Center,prek,"5-44 47th Avenue, Queens NY 11101",11101,40.745867,-73.955148
Kid Krazy,prek,"2519 27th Street, Queens NY 11102",11102,40.77161,-73.920623
SCO Family of Services Jerome Hardeman ECE,prek,"29-49 Gillmore Street, Queens NY 11369",11369,40.76229,-73.865321
Child Center of NY 1,prek,"6002 Roosevelt Avenue, Queens NY 11377",11377,40.745487,-73.904274
Queensbridge ECDC,prek,"38-11 27th Street, Queens NY 11101",11101,40.755156,-73.935247
PAL Woodside Early Learn Center,prek,"5037 Broadway, Queens NY 11377",11377,40.754763,-73.910021
"A Child's Place Too, Inc.",prek,"100-10 Astoria Boulevard, Queens NY 11369",11369,40.761943,-73.869101
Little Friends School Sunnyside,prek,"43-42 47th Street, Queens NY 11104",11104,40.744086,-73.917567
Long Island City YMCA,prek,"3223 Queens Boulevard, Queens NY 11101",11101,40.744771,-73.932449
All Children's Child Care (31st Avenue),prek,"32-04 31st Avenue, Queens NY 11106",11106,40.76389,-73.922531
All Children's Child Care (24th Street),prek,"3501 24th Street, Queens NY 11106",11106,40.760172,-73.932899
Brite Adventure Center (58th Street),prek,"4131 58th Street, Queens NY 11377",11377,40.74398,-73.906961
Christ Evangelical Lutheran Church,prek,"3357 58th Street, Queens NY 11377",11377,40.752595,-73.903238
82nd Street Academics,prek,"8110 35th Avenue, Queens NY 11372",11372,40.751703,-73.885406
Jackson Children's Services,prek,"3136 88th Street, Queens NY 11369",11369,40.759188,-73.880354
Kid Krazy at 21st Avenue,prek,"2125 21st Avenue, Queens NY 11105",11105,40.781909,-73.914043
Queensview Nursery School & Kindergarten,prek,"2136 33rd Road, Queens NY 11106",11106,40.763325,-73.931466
Rainbowland Nursery School,prek,"3960 54th Street, Queens NY 11377",11377,40.746611,-73.909736
Rainbowland Nursery School,prek,"3311 77th Street, Queens NY 11372",11372,40.754675,-73.889931
Saint Francis of Assisi School,prek,"2118 46th Street, Queens NY 11105",11105,40.771724,-73.900773
Saint Joseph School,prek,"28-46 44th Street, Queens NY 11103",11103,40.762872,-73.911418
Atonement Preschool,prek,"3061 87th Street, Queens NY 11369",11369,40.760556,-73.881529
PAL Western Queens,prek,"1026 41st Avenue, Queens NY 11101",11101,40.755455,-73.945299
Grace Day Care Center,prek,"89-00 23rd Avenue, Queens NY 11369",11369,40.76764,-73.880805
"ABC Kiddieland, Inc.",prek,"6521A Roosevelt Avenue, Queens NY 11377",11377,40.746143,-73.898202
Mushroom House Day Care LLC,prek,"38-00 Ditmars Boulevard, Queens NY 11105",11105,40.773285,-73.906689
Holy Land ECC,prek,"45-08 Skillman Avenue, Queens NY 11104",11104,40.746645,-73.918751
SCO Corona Early Childhood Education Center,prek,"33-27 97th Street, Queens NY 11368",11368,40.756436,-73.871206
Hellenic Orthodox Community of Astoria St. Demetrios,prek,"30-11 30th Drive, Queens NY 11102",11102,40.765527,-73.923356
Milton's Daycare,prek,"34-47 88th Street, Queens NY 11372",11372,40.753069,-73.879218
Sunnyside Community Services,prek,"43-31 39th Street, Queens NY 11104",11104,40.74519,-73.925909
Mi Nuevo Mundo,prek,"5102 31st Avenue, Queens NY 11377",11377,40.756988,-73.907758
My Little Footprints Daycare Corp.,prek,"28-34 38th Street, Queens NY 11103",11103,40.765587,-73.914732
Kathy's Day Care,prek,"34-47 88th Street, Queens NY 11372",11372,40.753069,-73.879218
Ravenswood,prek,"35-32 21st Street, Queens NY 11106",11106,40.760934,-73.935801
Adventureland Child Care,prek,"32-04 31st Avenue, Queens NY 11106",11106,40.76389,-73.922531
Al Madinah School,prek,"1824 Astoria Boulevard, Queens NY 11102",11102,40.772251,-73.927183
Magic Beans,prek,"43-12 46th Street, Queens NY 11104",11104,40.744534,-73.918432
Abc Kiddieland Day Care Center,prek,"67-05 Roosevelt Avenue, Queens NY 11377",11377,40.746233,-73.897361
Discovery Lane Day Care Center,prek,"27-17 27th Street, Queens NY 11102",11102,40.769422,-73.923287
Sunnyside Friends,prek,"41-32 44th Street, Queens NY 11104",11104,40.746501,-73.919939
New Milestone,prek,"27-18 Hoyt Avenue South, Queens NY 11102",11102,40.771931,-73.919901
Bright Start Child Learning Center,prek,"23-88 31st Street, Queens NY 11105",11105,40.772611,-73.915019
Children of America,prek,"33-06 88th Street, Queens NY 11372",11372,40.755941,-73.879765
District 30 Pre-K Center at 96-10 23rd Avenue,prek,"96-10 23rd Avenue, Queens NY 11369",11369,40.768352,-73.874092
District 30 Pre-K Center at 5-14 49th Avenue,prek,"5-14 49th Avenue, Queens NY 11101",11101,40.743795,-73.955853
District 30 Pre-K Center at 3252 37th Street,prek,"3252 37th Street, Queens NY 11103",11103,40.759308,-73.920948
District 30 Pre-K Center at 27-35 Jackson Avenue,prek,"27-35 Jackson Avenue, Queens NY 11101",11101,40.747962,-73.940046
P.S. 1 Tottenville,prek,"58 Summit Street, Staten Island NY 10307",10307,40.509037,-74.244118
P.S. 3 The Margaret Gioiosa School,prek,"80 South Goff Avenue, Staten Island NY 10309",10309,40.520699,-74.211264
P.S. 4 Maurice Wollin,prek,"200 Nedra Lane, Staten Island NY 10312",10312,40.552975,-74.194597
P.S. 6 Corporal Allan F. Kivlehan School,prek,"555 Page Avenue, Staten Island NY 10307",10307,40.510735,-74.231109
P.S. 8 Shirlee Solomon,prek,"112 Lindenwood Road, Staten Island NY 10308",10308,40.547692,-74.151755
Naples Street Elementary School,prek,"1055 Targee Street, Staten Island NY 10304",10304,40.60223,-74.091355
P.S. 11 Thomas Dongan School,prek,"50 Jefferson Street, Staten Island NY 10304",10304,40.59057,-74.097722
P.S. 13 M. L. Lindemeyer,prek,"191 Vermont Avenue, Staten Island NY 10305",10305,40.613216,-74.069889
P.S. 16 John J. Driscoll,prek,"80 Monroe Avenue, Staten Island NY 10301",10301,40.6397,-74.079141
P.S. 18 John G. Whittier,prek,"221 Broadway, Staten Island NY 10310",10310,40.636587,-74.117509
P.S. 19 The Curtis School,prek,"780 Post Avenue, Staten Island NY 10310",10310,40.631214,-74.127101
P.S. 22 Graniteville,prek,"1860 Forest Avenue, Staten Island NY 10303",10303,40.625369,-74.15097
P.S. 23 Richmondtown,prek,"30 Natick Street, Staten Island NY 10306",10306,40.571187,-74.132634
P.S. 26 The Carteret School,prek,"4108 Victory Boulevard, Staten Island NY 10314",10314,40.591702,-74.190648
P.S. 29 Bardwell,prek,"1581 Victory Boulevard, Staten Island NY 10314",10314,40.613604,-74.115988
P.S. 30 Westerleigh,prek,"200 Wardwell Avenue, Staten Island NY 10314",10314,40.618439,-74.132645
P.S. 31 William T. Davis,prek,"55 Layton Avenue, Staten Island NY 10301",10301,40.641595,-74.085135
P.S. 32 The Gifford School,prek,"232 Barlow Avenue, Staten Island NY 10308",10308,40.558966,-74.155517
P.S. 36 J. C. Drumgoole,prek,"255 Ionia Avenue, Staten Island NY 10312",10312,40.543083,-74.182299
P.S. 38 George Cromwell,prek,"421 Lincoln Avenue, Staten Island NY 10306",10306,40.575665,-74.101624
The Stephanie A. Vierno School,prek,"216 Clawson Street, Staten Island NY 10306",10306,40.574044,-74.109282
P.S. 42 Eltingville,prek,"380 Genesee Avenue, Staten Island NY 10312",10312,40.552523,-74.169464
P.S. 44 Thomas C. Brown,prek,"80 Maple Parkway, Staten Island NY 10303",10303,40.63179,-74.156439
P.S. 45 John Tyler,prek,"58 Lawrence Avenue, Staten Island NY 10310",10310,40.628558,-74.107148
P.S. 46 Albert V. Maniscalco,prek,"41 Reid Avenue, Staten Island NY 10305",10305,40.59377,-74.08058
P.S. 48 William G. Wilcox,prek,"1050 Targee Street, Staten Island NY 10304",10304,40.603484,-74.091237
P.S. 50 Frank Hankinson,prek,"200 Adelaide Avenue, Staten Island NY 10306",10306,40.561691,-74.124622
P.S. 52 John C. Thompson,prek,"450 Buel Avenue, Staten Island NY 10305",10305,40.582744,-74.088509
P.S. 53 The Barbara Esselborn School,prek,"330 Durant Avenue, Staten Island NY 10308",10308,40.55258,-74.13706
P.S. 54 Charles W. Leng,prek,"1060 Willowbrook Road, Staten Island NY 10314",10314,40.603232,-74.137981
P.S. 55 Henry M. Boehm,prek,"54 Osborne Street, Staten Island NY 10312",10312,40.536639,-74.163815
P.S. 56 The Louis Desario School,prek,"250 Kramer Avenue, Staten Island NY 10309",10309,40.542246,-74.214002
P.S. 57 Hubert H. Humphrey,prek,"140 Palma Drive, Staten Island NY 10304",10304,40.611508,-74.083177
Space Shuttle Columbia School,prek,"77 Marsh Avenue, Staten Island NY 10314",10314,40.583139,-74.161862
The Harbor View School,prek,"300 Richmond Terrace, Staten Island NY 10301",10301,40.64789,-74.083406
P.S. 60 Alice Austen,prek,"55 Merrill Avenue, Staten Island NY 10314",10314,40.610087,-74.162216
The Kathleen Grimm School for Leadership and Sustainability,prek,"644 Bloomingdale Road, Staten Island NY 10309",10309,40.541555,-74.217932
P.S. 65 The Academy of Innovative Learning,prek,"98 Grant Street, Staten Island NY 10301",10301,40.634032,-74.078611
Port Richmond School for Visionary Learning,prek,"1625 Forest Avenue, Staten Island NY 10302",10302,40.624773,-74.142525
P.S. 69 Daniel D. Tompkins,prek,"144 Keating Place, Staten Island NY 10314",10314,40.591468,-74.156705
P.S. 78,prek,"100 Tompkins Avenue, Staten Island NY 10304",10304,40.622455,-74.078508
St. Patrick's,prek,"3560 Richmond Road, Staten Island NY 10306",10306,40.5727,-74.138731
The Michael J. Petrides School,prek,"715 Ocean Terrace, Staten Island NY 10301",10301,40.608517,-74.102078
Staten Island School of Civic Leadership,prek,"280 Regis Drive, Staten Island NY 10314",10314,40.620676,-74.164277
Academy of Saint Dorothy,prek,"1305 Hylan Boulevard, Staten Island NY 10305",10305,40.597129,-74.085237
Community Resources Preschool,prek,"3651 Richmond Road, Staten Island NY 10306",10306,40.572218,-74.14283
Gateway Academy UPK,prek,"200 Boscombe Avenue, Staten Island NY 10309",10309,40.524646,-74.23137
Our Lady Help of Christians,prek,"23 Summit Street, Staten Island NY 10307",10307,40.509248,-74.243126
Our Lady of Mount Carmel St. Benedicta,prek,"285 Clove Road, Staten Island NY 10310",10310,40.633233,-74.125783
Our Lady Queen of Peace School,prek,"22 Steele Avenue, Staten Island NY 10306",10306,40.576347,-74.117943
Sacred Heart School,prek,"301 North Burgher Avenue, Staten Island NY 10310",10310,40.633571,-74.114272
St. Ann School,prek,"125 Cromwell Avenue, Staten Island NY 10304",10304,40.590672,-74.097006
Saint Charles School,prek,"200 Penn Avenue, Staten Island NY 10306",10306,40.563839,-74.117835
Saint Christopher School,prek,"15 Lisbon Place, Staten Island NY 10306",10306,40.581774,-74.108405
Saint John's Ev Preschool,prek,"663 Manor Road, Staten Island NY 10314",10314,40.611081,-74.121757
Saint Peter - Saint Paul School,prek,"129 Clinton Avenue, Staten Island NY 10301",10301,40.641266,-74.098002
St. Rita School,prek,"30 Wellbrook Avenue, Staten Island NY 10314",10314,40.604824,-74.130782
St. Teresa of the Infant Jesus,prek,"1632 Victory Boulevard, Staten Island NY 10314",10314,40.613443,-74.117825
Children's Aid Society Richmond Early Learning Center,prek,"159 Broadway, Staten Island NY 10310",10310,40.637531,-74.117594
Staten Island Mental Health Society III,prek,"10 Kingsley Place, Staten Island NY 10301",10301,40.63596,-74.088868
Jewish Community Center Of Staten Island,prek,"485 Victory Boulevard, Staten Island NY 10301",10301,40.630399,-74.088763
Little LAMB Preschool,prek,"2 Gridley avenue, Staten Island NY 10303",10303,40.631338,-74.159266
Bumble Bees R Us,prek,"2734 Victory Boulevard, Staten Island NY 10314",10314,40.608983,-74.152684
"Busy Beach Day Care, Inc.",prek,"777 Seaview Avenue, Staten Island NY 10305",10305,40.579501,-74.078252
FOCH,prek,"195 Gordon Street, Staten Island NY 10304",10304,40.622959,-74.082863
Jewish Community Center Of Staten Island,prek,"1466 Manor Road, Staten Island NY 10314",10314,40.594454,-74.125677
Castleton Hill Moravian Preschool,prek,"1657 Victory Boulevard, Staten Island NY 10314",10314,40.613365,-74.118974
Staten Island Preschool,prek,"145 Ross Avenue, Staten Island NY 10306",10306,40.571991,-74.11786
Jewish Community Center Of Staten Island,prek,"3854 Hylan Boulevard, Staten Island NY 10308",10308,40.545258,-74.142924
"Smiles Around Us II, Inc.",prek,"351 Sand Lane, Staten Island NY 10305",10305,40.590902,-74.067183
Sisters of St. John the Baptist Inc.,prek,"57 Cleveland Place, Staten Island NY 10305",10305,40.602182,-74.068818
"4 Angels Day Care, Inc.",prek,"245 Simonson Avenue, Staten Island NY 10303",10303,40.63065,-74.152376
Holy Rosary School,prek,"100 Jerome Avenue, Staten Island NY 10305",10305,40.596087,-74.076032
Saint Adalbert's School,prek,"355 Morningstar Road, Staten Island NY 10303",10303,40.629704,-74.147406
Big Birds Playhouse Corp.,prek,"1859 Richmond Avenue, Staten Island NY 10314",10314,40.602669,-74.163087
FRIENDS Preschool,prek,"610 Bloomingdale Road, Staten Island NY 10309",10309,40.540436,-74.217716
Child Study Center of New York,prek,"285 Clove Road, Staten Island NY 10310",10310,40.633233,-74.125783
Children's Harbor Montessori School,prek,"1000 Richmond Terrace, Staten Island NY 10301",10310,40.645232,-74.104674
"High Hopes of Staten Island, Inc.",prek,"1298 Woodrow Rad, Staten Island NY 10309",,,
Jewish Community Center Of Staten Island,prek,"1297 Arthur Kill Road, Staten Island NY 10312",10312,40.565262,-74.183882
Mini World Preschool,prek,"7516 Amboy Road, Staten Island NY 10307",10307,40.509177,-74.246427
Mission of the Immaculate Virgin,prek,"6581 Hylan Boulevard, Staten Island NY 10309",10309,40.508809,-74.222403
Stepping Stones Preschool,prek,"5394 Amboy Road, Staten Island NY 10312",10312,40.53302,-74.189682
Small World Preschool,prek,"144 Bloomingdale Road, Staten Island NY 10309",10309,40.527574,-74.216318
South Shore Toddler Academy,prek,"11 Sampson Avenue, Staten Island NY 10308",10308,40.552603,-74.149795
The College of Staten Island - The Children's Center,prek,"2800 Victory Boulevard, Staten Island NY 10314",10314,40.608853,-74.153335
Wonder Years Preschool,prek,"381 Seaver Avenue, Staten Island NY 10305",10305,40.581231,-74.092643
Yeled V'Yalda Silver Lake I Head Start,prek,"10 Gregg Place, Staten Island NY 10301",10301,40.632097,-74.099455
Yeled V'Yalda / Silver Lake Head Start II,prek,"20 Park Hill Circle, Staten Island NY 10304",10304,40.616309,-74.078108
SI YMCA Nursery - North,prek,"651 Broadway, Staten Island NY 10310",10310,40.624936,-74.114246
SI YMCA Nursery - South,prek,"3939 Richmond Avenue, Staten Island NY 10312",10312,40.542105,-74.163076
Richmond Hill Children's Center,prek,"501 Richmond Hill Road, Staten Island NY 10314",10314,40.581114,-74.153441
Staten Island Mental Health Society Head Start,prek,"166 Lockman Avenue, Staten Island NY 10303",10303,40.633097,-74.161677
Staten Island Head Start,prek,"16 Osgood Avenue, Staten Island NY 10304",10304,40.619032,-74.085304
Staten Island Head Start,prek,"44 Dongan Hills Avenue, Staten Island NY 10306",10306,40.587922,-74.100516
Rabbi Jacob Joseph School,prek,"400 Caswell Avenue, Staten Island NY 10314",10314,40.61512,-74.150259
Lemon Tree,prek,"341 Elvin Street, Staten Island NY 10314",10314,40.602737,-74.121562
CBI Academy Preschool,prek,"45 Twombly Avenue, Staten Island NY 10306",10306,40.558951,-74.13234
J & J Academy,prek,"55 Wyona Avenue, Staten Island NY 10314",10314,40.610253,-74.149074
Staten Island Children's Academy,prek,"50 Osage Lane, Staten Island NY 10312",10312,40.53288,-74.160708
"Hylan Day Care, Inc.",prek,"2346 Hylan Boulevard, Staten Island NY 10306",10306,40.573695,-74.106499
Hugs & Kiddies,prek,"140 Harvest Avenue, Staten Island NY 10310",10310,40.627328,-74.109967
Prodigy Preschool/ Staten Island Skating Pavilion,prek,"3080 Arthur Kill Road, Staten Island NY 10309",10309,40.54426,-74.233039
Ivy League Early Learning Academy,prek,"1779 Richmond Avenue, Staten Island NY 10314",10314,40.605017,-74.162243
Blessed Sacrament Early Childhood Academy,prek,"840 Delafield Avenue, Staten Island NY 10310",10310,40.628096,-74.126439
The Playgroup Experience,prek,"90 Boulder Street, Staten Island NY 10312",10312,40.546136,-74.196804
Alphabet Academy,prek,"65 Foster Road, Staten Island NY 10309",10309,40.528799,-74.202203
"The Gingerbread Learning Center, Inc.",prek,"471 North Gannon Avenue, Staten Island NY 10314",10314,40.608049,-74.144751
The Richmond Hill Pre-K Center at 1625 Forest Avenue,prek,"1625 Forest Avenue, Staten Island NY 10302",10302,40.624773,-74.142525
The Richmond Hill Pre-K Center at 1 Teleport Drive,prek,"1 Teleport Drive, Staten Island NY 10314",10314,40.604274,-74.178469
The Richmond Hill Pre-K Center at 120 Stuyvesant Place,prek,"120 Stuyvesant Place, Staten Island NY 10301",10301,40.642992,-74.076954
P.S./I.S. 45 Horace E. Greene,prek,"84 Schaefer Street, Brooklyn NY 11207",11207,40.686746,-73.910693
P.S. 75 Mayda Cortiella,prek,"95 Grove Street, Brooklyn NY 11221",11221,40.693313,-73.920666
P.S. 106 Edward Everett Hale,prek,"1328 Putnam Avenue, Brooklyn NY 11221",11221,40.693879,-73.913056
P.S. 123 Suydam,prek,"100 Irving Avenue, Brooklyn NY 11237",11237,40.703767,-73.922702
P.S. 145 Andrew Jackson,prek,"100 Noll Street, Brooklyn NY 11206",11206,40.701692,-73.932338
P.S. 151 Lyndon B. Johnson,prek,"763 Knickerbocker Avenue, Brooklyn NY 11207",11207,40.693293,-73.90864
P.S. 274 Kosciusko,prek,"800 Bushwick Avenue, Brooklyn NY 11221",11221,40.694921,-73.927931
P.S. 299 Thomas Warren Field,prek,"88 Woodbine Street, Brooklyn NY 11221",11221,40.691077,-73.918152
P.S. 377 Alejandrina B. De Gautier,prek,"200 Woodbine Street, Brooklyn NY 11221",11221,40.694018,-73.915263
P.S./I.S. 384 Frances E. Carter,prek,"242 Cooper Street, Brooklyn NY 11207",11207,40.690353,-73.904803
St. Brigid Catholic Academy,prek,"438 Grove Street, Brooklyn NY 11237",11237,40.701745,-73.912328
Saint Frances Cabrini Catholic Academy,prek,"181 Suydam Street, Brooklyn NY 11221",11221,40.699896,-73.92592
Bushwick United HDFC 1,prek,"136 Stanhope Street, Brooklyn NY 11221",11221,40.698099,-73.922976
New Life Child Development Center 4,prek,"1307 Greene Avenue, Brooklyn NY 11237",11237,40.698371,-73.919235
Bushwick United HDFC 6,prek,"200 Central Avenue, Brooklyn NY 11221",11221,40.698397,-73.925727
Traditional Educational Center,prek,"1469B Broadway, Brooklyn NY 11221",11221,40.687556,-73.918636
New Life Child Development Center 1,prek,"295 Woodbine Street, Brooklyn NY 11237",11237,40.696412,-73.912941
"Kreative Kare Day Care Center, Inc.",prek,"292 Palmetto Street, Brooklyn NY 11237",11237,40.696805,-73.913702
LSSMNY: Early LIFE Children's Center 9,prek,"1175 Gates Avenue, Brooklyn NY 11221",11221,40.691707,-73.919907
Grand Street Settlement Dual #3,prek,"319 Stanhope Street, Brooklyn NY 11237",11237,40.70285,-73.918336
Audrey Johnson DCC,prek,"272 Moffat Street, Brooklyn NY 11207",11207,40.689834,-73.904137
John Coker DCC,prek,"1375 Bushwick Avenue, Brooklyn NY 11207",11207,40.685173,-73.910526
Bushwick United HDFC 7,prek,"600 Hart Street, Brooklyn NY 11221",11221,40.69752,-73.928281
Bushwick United HDFC 3,prek,"331 Central Avenue, Brooklyn NY 11221",11221,40.694817,-73.919402
Bushwick United HDFC 2,prek,"77 Wilson Avenue, Brooklyn NY 11237",11237,40.702,-73.927984
New Life Child Development Center 3,prek,"408 Grove Street, Brooklyn NY 11237",11237,40.701224,-73.912863
Salvation Army - Bushwick,prek,"1151 Bushwick Avenue, Brooklyn NY 11221",11221,40.689133,-73.917483
New Life Child Development Center 2,prek,"406 Grove Street, Brooklyn NY 11237",11237,40.701188,-73.912895
ACE Integration Head Start,prek,"1419-23 Broadway, Brooklyn NY 11221",11221,40.688518,-73.920315
Kreative Kare Day Care Center,prek,"455 Wilson Avenue, Brooklyn NY 11221",11221,40.693121,-73.912379
Hellenic Classical Charter School,prek,"646 5th Avenue, Brooklyn NY 11215",11215,40.662646,-73.992085
Community Partnership Charter School Pre-Kindergarten,prek,"241 Emerson Place, Brooklyn NY 11205",11205,40.690202,-73.961478
Harlem Link Charter School Pre-Kindergarten,prek,"20 West 112th Street, Manhattan NY 10026",10026,40.798511,-73.949251
DREAM Charter School,prek,"433 East 100th Street, Manhattan NY 10029",10029,40.785258,-73.941526
New York French American Charter School,prek,"311 West 120th Street, Manhattan NY 10027",10027,40.80726,-73.954135
East Harlem Education Center,prek,"2050 Second Avenue, Manhattan NY 10029",10029,40.790263,-73.942688
Peninsula Preparatory Academy Charter School Annex,prek,"611 Beach 19th Street, Queens NY 11691",11691,40.600664,-73.752036
Rochdale Early Advantage Charter School,prek,"110-51 Guy R Brewer Boulevard, Queens NY 11433",11433,40.692226,-73.78807
Growing Up Green II,prek,"84-35 152nd Street, Queens NY 11432",11432,40.713072,-73.807973
Renaissance Charter School UPK,prek,"35-59 81st Street, Queens NY 11372",11372,40.751311,-73.885533
Little Haven at Mott Haven Academy Charter School,prek,"170 Brown Place, Bronx NY 10454",10454,40.806381,-73.921149
Girls and Boys Preparatory Charter School of The Bronx,prek,"441 East 148th Street, Bronx NY 10455",10455,40.814774,-73.916797
NYC Montessori Charter School,prek,"423 East 138th Street, Bronx NY 10454",10454,40.808695,-73.921887
Bronx Charter School for Better Learning,prek,"3740 Baychester Avenue, Bronx NY 10466",10466,40.884343,-73.840254
